homepass;residentials;name;nos
17610H000279;Panjibuwono Residence;Cluster Malioboro;CM3.15
17610H000280;Panjibuwono Residence;Cluster Malioboro;CM3.16
17610H000281;Panjibuwono Residence;Cluster Malioboro;CM3.17
17610H000282;Panjibuwono Residence;Cluster Malioboro;CM3.18
17610H000283;Panjibuwono Residence;Cluster Malioboro;CM3.19
17610H000284;Panjibuwono Residence;Cluster Malioboro;CM3.2
17610H000285;Panjibuwono Residence;Cluster Malioboro;CM3.20
17610H000286;Panjibuwono Residence;Cluster Malioboro;CM3.3
17610H000287;Panjibuwono Residence;Cluster Malioboro;CM3.4
17610H000888;Panjibuwono Residence;Cluster Sriwedari;BS3.18
17610H000889;Panjibuwono Residence;Cluster Sriwedari;BS3.19
17610H000890;Panjibuwono Residence;Cluster Sriwedari;BS3.2
17610H000891;Panjibuwono Residence;Cluster Sriwedari;BS3.20
17610H000892;Panjibuwono Residence;Cluster Sriwedari;BS3.21
17610H000893;Panjibuwono Residence;Cluster Sriwedari;BS3.22
17610H000894;Panjibuwono Residence;Cluster Sriwedari;BS3.23
17610H000895;Panjibuwono Residence;Cluster Sriwedari;BS3.24
17610H000896;Panjibuwono Residence;Cluster Sriwedari;BS3.3
17610H000897;Panjibuwono Residence;Cluster Sriwedari;BS3.4
17610H000898;Panjibuwono Residence;Cluster Sriwedari;BS3.5
17610H000899;Panjibuwono Residence;Cluster Sriwedari;BS3.6
17610H000900;Panjibuwono Residence;Cluster Sriwedari;BS3.7
17610H000901;Panjibuwono Residence;Cluster Sriwedari;BS3.8
17610H000902;Panjibuwono Residence;Cluster Sriwedari;BS3.9
17610H000903;Panjibuwono Residence;Cluster Sriwedari;BS4.1
17610H000904;Panjibuwono Residence;Cluster Sriwedari;BS4.10
17610H000905;Panjibuwono Residence;Cluster Sriwedari;BS4.11
17610H000906;Panjibuwono Residence;Cluster Sriwedari;BS4.12
17610H000907;Panjibuwono Residence;Cluster Sriwedari;BS4.12A
17610H000908;Panjibuwono Residence;Cluster Sriwedari;BS4.14
17610H000909;Panjibuwono Residence;Cluster Sriwedari;BS4.15
17610H000910;Panjibuwono Residence;Cluster Sriwedari;BS4.16
17610H000911;Panjibuwono Residence;Cluster Sriwedari;BS4.17
17610H000912;Panjibuwono Residence;Cluster Sriwedari;BS4.18
17610H000913;Panjibuwono Residence;Cluster Sriwedari;BS4.19
17610H000914;Panjibuwono Residence;Cluster Sriwedari;BS4.2
17610H000915;Panjibuwono Residence;Cluster Sriwedari;BS4.20
17610H000916;Panjibuwono Residence;Cluster Sriwedari;BS4.21
17610H000917;Panjibuwono Residence;Cluster Sriwedari;BS4.3
17610H000918;Panjibuwono Residence;Cluster Sriwedari;BS4.4
17610H000919;Panjibuwono Residence;Cluster Sriwedari;BS4.5
17610H000920;Panjibuwono Residence;Cluster Sriwedari;BS4.6
17610H000921;Panjibuwono Residence;Cluster Sriwedari;BS4.7
17610H000922;Panjibuwono Residence;Cluster Sriwedari;BS4.8
17610H000923;Panjibuwono Residence;Cluster Sriwedari;BS4.9
17610H000924;Panjibuwono Residence;Cluster Sriwedari;BS5.1
17610H000925;Panjibuwono Residence;Cluster Sriwedari;BS5.10
17610H000926;Panjibuwono Residence;Cluster Sriwedari;BS5.11
17610H000927;Panjibuwono Residence;Cluster Sriwedari;BS5.12
17610H000928;Panjibuwono Residence;Cluster Sriwedari;BS5.12A
17610H000929;Panjibuwono Residence;Cluster Sriwedari;BS5.14
17610H000930;Panjibuwono Residence;Cluster Sriwedari;BS5.2
17610H000931;Panjibuwono Residence;Cluster Sriwedari;BS5.3
17610H000932;Panjibuwono Residence;Cluster Sriwedari;BS5.4
17610H000933;Panjibuwono Residence;Cluster Sriwedari;BS5.5
17610H000934;Panjibuwono Residence;Cluster Sriwedari;BS5.6
17610H000935;Panjibuwono Residence;Cluster Sriwedari;BS5.7
17610H000936;Panjibuwono Residence;Cluster Sriwedari;BS5.8
17610H000937;Panjibuwono Residence;Cluster Sriwedari;BS5.9
17610H000938;Panjibuwono Residence;Cluster Sriwedari;BS6.10
17610H000939;Panjibuwono Residence;Cluster Sriwedari;BS6.11
17610H000940;Panjibuwono Residence;Cluster Sriwedari;BS6.12
17610H000941;Panjibuwono Residence;Cluster Sriwedari;BS6.12A
17610H000942;Panjibuwono Residence;Cluster Sriwedari;BS6.14
17610H000943;Panjibuwono Residence;Cluster Sriwedari;BS6.15
17610H000944;Panjibuwono Residence;Cluster Sriwedari;BS6.16
17610H000945;Panjibuwono Residence;Cluster Sriwedari;BS6.17
17610H000946;Panjibuwono Residence;Cluster Sriwedari;BS6.18
17610H000947;Panjibuwono Residence;Cluster Sriwedari;BS6.19
17610H000948;Panjibuwono Residence;Cluster Sriwedari;BS6.20
17610H000949;Panjibuwono Residence;Cluster Sriwedari;BS6.21
17610H000950;Panjibuwono Residence;Cluster Sriwedari;BS6.6
17610H000951;Panjibuwono Residence;Cluster Sriwedari;BS6.7
17610H000952;Panjibuwono Residence;Cluster Sriwedari;BS6.8
17610H000953;Panjibuwono Residence;Cluster Sriwedari;BS6.9
17610H000954;Panjibuwono Residence;Cluster Sriwedari;BS7.1
17610H000955;Panjibuwono Residence;Cluster Sriwedari;BS7.10
17610H000956;Panjibuwono Residence;Cluster Sriwedari;BS7.11
17610H000957;Panjibuwono Residence;Cluster Sriwedari;BS7.12
17610H000958;Panjibuwono Residence;Cluster Sriwedari;BS7.12A
17610H000959;Panjibuwono Residence;Cluster Sriwedari;BS7.14
17610H000960;Panjibuwono Residence;Cluster Sriwedari;BS7.15
17610H000961;Panjibuwono Residence;Cluster Sriwedari;BS7.16
17610H000962;Panjibuwono Residence;Cluster Sriwedari;BS7.17
17610H000963;Panjibuwono Residence;Cluster Sriwedari;BS7.18
17610H000964;Panjibuwono Residence;Cluster Sriwedari;BS7.19
17610H000965;Panjibuwono Residence;Cluster Sriwedari;BS7.2
17610H000966;Panjibuwono Residence;Cluster Sriwedari;BS7.20
17610H000967;Panjibuwono Residence;Cluster Sriwedari;BS7.21
17610H000968;Panjibuwono Residence;Cluster Sriwedari;BS7.22
17610H000969;Panjibuwono Residence;Cluster Sriwedari;BS7.23
17610H000970;Panjibuwono Residence;Cluster Sriwedari;BS7.24
17610H000971;Panjibuwono Residence;Cluster Sriwedari;BS7.3
17610H000972;Panjibuwono Residence;Cluster Sriwedari;BS7.4
17610H000973;Panjibuwono Residence;Cluster Sriwedari;BS7.5
17610H000974;Panjibuwono Residence;Cluster Sriwedari;BS7.6
17610H000975;Panjibuwono Residence;Cluster Sriwedari;BS7.7
17610H000976;Panjibuwono Residence;Cluster Sriwedari;BS7.8
17610H000977;Panjibuwono Residence;Cluster Sriwedari;BS7.9
17610H000978;Panjibuwono Residence;Cluster Sriwedari;BS8.19
17610H000979;Panjibuwono Residence;Cluster Sriwedari;BS8.20
17610H000980;Panjibuwono Residence;Cluster Sriwedari;BS8.21
17610H000981;Panjibuwono Residence;Cluster Sriwedari;BS8.22
17610H000982;Panjibuwono Residence;Cluster Sriwedari;BS8.23
17610H000983;Panjibuwono Residence;Cluster Sriwedari;BS8.24
17610H000984;Panjibuwono Residence;Cluster Sriwedari;CS1.1
17610H000985;Panjibuwono Residence;Cluster Sriwedari;CS1.10
17610H000986;Panjibuwono Residence;Cluster Sriwedari;CS1.11
17610H000987;Panjibuwono Residence;Cluster Sriwedari;CS1.12
17610H000988;Panjibuwono Residence;Cluster Sriwedari;CS1.12A
17610H000989;Panjibuwono Residence;Cluster Sriwedari;CS1.14
17610H000990;Panjibuwono Residence;Cluster Sriwedari;CS1.15
17610H000991;Panjibuwono Residence;Cluster Sriwedari;CS1.16
17610H000992;Panjibuwono Residence;Cluster Sriwedari;CS1.18
17610H000993;Panjibuwono Residence;Cluster Sriwedari;CS1.19
17610H000994;Panjibuwono Residence;Cluster Sriwedari;CS1.2
17610H000995;Panjibuwono Residence;Cluster Sriwedari;CS1.20
17610H000996;Panjibuwono Residence;Cluster Sriwedari;CS1.21
17610H000997;Panjibuwono Residence;Cluster Sriwedari;CS1.22
17610H000998;Panjibuwono Residence;Cluster Sriwedari;CS1.23
17610H000999;Panjibuwono Residence;Cluster Sriwedari;CS1.24
17610H001000;Panjibuwono Residence;Cluster Sriwedari;CS1.25
17610H001001;Panjibuwono Residence;Cluster Sriwedari;CS1.26
17610H001002;Panjibuwono Residence;Cluster Sriwedari;CS1.27
17610H001003;Panjibuwono Residence;Cluster Sriwedari;CS1.28
17610H001004;Panjibuwono Residence;Cluster Sriwedari;CS1.29
17610H001005;Panjibuwono Residence;Cluster Sriwedari;CS1.3
17610H001006;Panjibuwono Residence;Cluster Sriwedari;CS1.30
17610H001007;Panjibuwono Residence;Cluster Sriwedari;CS1.31
17610H001008;Panjibuwono Residence;Cluster Sriwedari;CS1.32
17610H001009;Panjibuwono Residence;Cluster Sriwedari;CS1.33
17610H001010;Panjibuwono Residence;Cluster Sriwedari;CS1.34
17610H001011;Panjibuwono Residence;Cluster Sriwedari;CS1.4
17610H001012;Panjibuwono Residence;Cluster Sriwedari;CS1.5
17610H001013;Panjibuwono Residence;Cluster Sriwedari;CS1.6
17610H001014;Panjibuwono Residence;Cluster Sriwedari;CS1.7
17610H001015;Panjibuwono Residence;Cluster Sriwedari;CS1.8
17610H001016;Panjibuwono Residence;Cluster Sriwedari;CS1.9
17610H001017;Panjibuwono Residence;Cluster Sriwedari;CS2.1
17610H001018;Panjibuwono Residence;Cluster Sriwedari;CS2.10
17610H001019;Panjibuwono Residence;Cluster Sriwedari;CS2.11
17610H001020;Panjibuwono Residence;Cluster Sriwedari;CS2.12
17610H001021;Panjibuwono Residence;Cluster Sriwedari;CS2.12A
17610H001022;Panjibuwono Residence;Cluster Sriwedari;CS2.14
17610H001023;Panjibuwono Residence;Cluster Sriwedari;CS2.15
17610H001024;Panjibuwono Residence;Cluster Sriwedari;CS2.16
17610H001025;Panjibuwono Residence;Cluster Sriwedari;CS2.17
17610H001026;Panjibuwono Residence;Cluster Sriwedari;CS2.18
17610H001027;Panjibuwono Residence;Cluster Sriwedari;CS2.19
17610H001028;Panjibuwono Residence;Cluster Sriwedari;CS2.2
17610H001029;Panjibuwono Residence;Cluster Sriwedari;CS2.20
17610H001030;Panjibuwono Residence;Cluster Sriwedari;CS2.21
17610H001031;Panjibuwono Residence;Cluster Sriwedari;CS2.22
17610H001032;Panjibuwono Residence;Cluster Sriwedari;CS2.23
17610H001033;Panjibuwono Residence;Cluster Sriwedari;CS2.24
17610H001034;Panjibuwono Residence;Cluster Sriwedari;CS2.25
17610H001035;Panjibuwono Residence;Cluster Sriwedari;CS2.26
17610H001036;Panjibuwono Residence;Cluster Sriwedari;CS2.27
17610H001037;Panjibuwono Residence;Cluster Sriwedari;CS2.28
17610H001038;Panjibuwono Residence;Cluster Sriwedari;CS2.29
17610H001039;Panjibuwono Residence;Cluster Sriwedari;CS2.3
17610H001040;Panjibuwono Residence;Cluster Sriwedari;CS2.30
17610H001041;Panjibuwono Residence;Cluster Sriwedari;CS2.31
17610H001042;Panjibuwono Residence;Cluster Sriwedari;CS2.32
17610H001043;Panjibuwono Residence;Cluster Sriwedari;CS2.33
17610H001044;Panjibuwono Residence;Cluster Sriwedari;CS2.34
17610H001045;Panjibuwono Residence;Cluster Sriwedari;CS2.4
17610H001046;Panjibuwono Residence;Cluster Sriwedari;CS2.5
17610H001047;Panjibuwono Residence;Cluster Sriwedari;CS2.6
17610H001048;Panjibuwono Residence;Cluster Sriwedari;CS2.7
17610H001049;Panjibuwono Residence;Cluster Sriwedari;CS2.8
17610H001050;Panjibuwono Residence;Cluster Sriwedari;CS2.9
17610H001051;Panjibuwono Residence;Cluster Sriwedari;CS3.1
17610H001052;Panjibuwono Residence;Cluster Sriwedari;CS3.10
17610H001053;Panjibuwono Residence;Cluster Sriwedari;CS3.11
17610H001054;Panjibuwono Residence;Cluster Sriwedari;CS3.12
17610H001055;Panjibuwono Residence;Cluster Sriwedari;CS3.12A
17610H001056;Panjibuwono Residence;Cluster Sriwedari;CS3.14
17610H001057;Panjibuwono Residence;Cluster Sriwedari;CS3.15
17610H001058;Panjibuwono Residence;Cluster Sriwedari;CS3.16
17610H001059;Panjibuwono Residence;Cluster Sriwedari;CS3.17
17610H001060;Panjibuwono Residence;Cluster Sriwedari;CS3.18
17610H001061;Panjibuwono Residence;Cluster Sriwedari;CS3.19
17610H001062;Panjibuwono Residence;Cluster Sriwedari;CS3.2
17610H001063;Panjibuwono Residence;Cluster Sriwedari;CS3.20
17610H001064;Panjibuwono Residence;Cluster Sriwedari;CS3.21
17610H001065;Panjibuwono Residence;Cluster Sriwedari;CS3.22
17610H001066;Panjibuwono Residence;Cluster Sriwedari;CS3.23
17610H001067;Panjibuwono Residence;Cluster Sriwedari;CS3.24
17610H001068;Panjibuwono Residence;Cluster Sriwedari;CS3.3
17610H001069;Panjibuwono Residence;Cluster Sriwedari;CS3.4
17610H001070;Panjibuwono Residence;Cluster Sriwedari;CS3.5
17610H001071;Panjibuwono Residence;Cluster Sriwedari;CS3.6
17610H001072;Panjibuwono Residence;Cluster Sriwedari;CS3.7
17610H001073;Panjibuwono Residence;Cluster Sriwedari;CS3.8
17610H001074;Panjibuwono Residence;Cluster Sriwedari;CS3.9
17610H001075;Panjibuwono Residence;Cluster Sriwedari;CS4.1
17610H001076;Panjibuwono Residence;Cluster Sriwedari;CS4.10
17610H001077;Panjibuwono Residence;Cluster Sriwedari;CS4.11
17610H001078;Panjibuwono Residence;Cluster Sriwedari;CS4.12
17610H001079;Panjibuwono Residence;Cluster Sriwedari;CS4.12A
17610H001080;Panjibuwono Residence;Cluster Sriwedari;CS4.14
17610H001081;Panjibuwono Residence;Cluster Sriwedari;CS4.15
17610H001082;Panjibuwono Residence;Cluster Sriwedari;CS4.16
17610H001083;Panjibuwono Residence;Cluster Sriwedari;CS4.17
17610H001084;Panjibuwono Residence;Cluster Sriwedari;CS4.18
17610H001085;Panjibuwono Residence;Cluster Sriwedari;CS4.19
17610H001086;Panjibuwono Residence;Cluster Sriwedari;CS4.2
17610H001087;Panjibuwono Residence;Cluster Sriwedari;CS4.20
17610H001088;Panjibuwono Residence;Cluster Sriwedari;CS4.21
17610H001089;Panjibuwono Residence;Cluster Sriwedari;CS4.22
17610H001090;Panjibuwono Residence;Cluster Sriwedari;CS4.23
17610H001091;Panjibuwono Residence;Cluster Sriwedari;CS4.24
17610H001092;Panjibuwono Residence;Cluster Sriwedari;CS4.3
17610H001093;Panjibuwono Residence;Cluster Sriwedari;CS4.4
17610H001094;Panjibuwono Residence;Cluster Sriwedari;CS4.5
17610H001095;Panjibuwono Residence;Cluster Sriwedari;CS4.6
17610H001096;Panjibuwono Residence;Cluster Sriwedari;CS4.7
17610H000753;Panjibuwono Residence;Cluster Sriwedari;AB7.6
17610H000754;Panjibuwono Residence;Cluster Sriwedari;AB7.7
17610H000755;Panjibuwono Residence;Cluster Sriwedari;AB7.8
17610H000756;Panjibuwono Residence;Cluster Sriwedari;AB7.9
17610H000757;Panjibuwono Residence;Cluster Sriwedari;AB8.1
17610H000758;Panjibuwono Residence;Cluster Sriwedari;AB8.10
17610H000759;Panjibuwono Residence;Cluster Sriwedari;AB8.11
17610H000760;Panjibuwono Residence;Cluster Sriwedari;AB8.12
17610H000761;Panjibuwono Residence;Cluster Sriwedari;AB8.12A
17610H000762;Panjibuwono Residence;Cluster Sriwedari;AB8.14
17610H000763;Panjibuwono Residence;Cluster Sriwedari;AB8.15
17610H000764;Panjibuwono Residence;Cluster Sriwedari;AB8.16
17610H000765;Panjibuwono Residence;Cluster Sriwedari;AB8.17
17610H000766;Panjibuwono Residence;Cluster Sriwedari;AB8.18
17610H000767;Panjibuwono Residence;Cluster Sriwedari;AB8.19
17610H000768;Panjibuwono Residence;Cluster Sriwedari;AB8.2
17610H000769;Panjibuwono Residence;Cluster Sriwedari;AB8.20
17610H000770;Panjibuwono Residence;Cluster Sriwedari;AB8.3
17610H000771;Panjibuwono Residence;Cluster Sriwedari;AB8.4
17610H000772;Panjibuwono Residence;Cluster Sriwedari;AB8.5
17610H000773;Panjibuwono Residence;Cluster Sriwedari;AB8.6
17610H000774;Panjibuwono Residence;Cluster Sriwedari;AB8.7
17610H000775;Panjibuwono Residence;Cluster Sriwedari;AB8.8
17610H000776;Panjibuwono Residence;Cluster Sriwedari;AB8.9
17610H000777;Panjibuwono Residence;Cluster Sriwedari;AB9.1
17610H000778;Panjibuwono Residence;Cluster Sriwedari;AB9.10
17610H000779;Panjibuwono Residence;Cluster Sriwedari;AB9.11
17610H000780;Panjibuwono Residence;Cluster Sriwedari;AB9.12
17610H000781;Panjibuwono Residence;Cluster Sriwedari;AB9.12A
17610H000782;Panjibuwono Residence;Cluster Sriwedari;AB9.14
17610H000783;Panjibuwono Residence;Cluster Sriwedari;AB9.15
17610H000784;Panjibuwono Residence;Cluster Sriwedari;AB9.16
17610H000785;Panjibuwono Residence;Cluster Sriwedari;AB9.17
17610H000786;Panjibuwono Residence;Cluster Sriwedari;AB9.18
17610H000787;Panjibuwono Residence;Cluster Sriwedari;AB9.19
17610H000788;Panjibuwono Residence;Cluster Sriwedari;AB9.2
17610H000789;Panjibuwono Residence;Cluster Sriwedari;AB9.20
17610H000790;Panjibuwono Residence;Cluster Sriwedari;AB9.3
17610H000791;Panjibuwono Residence;Cluster Sriwedari;AB9.4
17610H000792;Panjibuwono Residence;Cluster Sriwedari;AB9.5
17610H000793;Panjibuwono Residence;Cluster Sriwedari;AB9.6
17610H000794;Panjibuwono Residence;Cluster Sriwedari;AB9.7
17610H000795;Panjibuwono Residence;Cluster Sriwedari;AB9.8
17610H000796;Panjibuwono Residence;Cluster Sriwedari;AB9.9
17610H000797;Panjibuwono Residence;Cluster Sriwedari;AS1.1
17610H000798;Panjibuwono Residence;Cluster Sriwedari;AS1.10
17610H000799;Panjibuwono Residence;Cluster Sriwedari;AS1.11
17610H000800;Panjibuwono Residence;Cluster Sriwedari;AS1.12
17610H000801;Panjibuwono Residence;Cluster Sriwedari;AS1.12A
17610H000802;Panjibuwono Residence;Cluster Sriwedari;AS1.14
17610H000803;Panjibuwono Residence;Cluster Sriwedari;AS1.15
17610H000804;Panjibuwono Residence;Cluster Sriwedari;AS1.16
17610H000805;Panjibuwono Residence;Cluster Sriwedari;AS1.17
17610H000806;Panjibuwono Residence;Cluster Sriwedari;AS1.18
17610H000807;Panjibuwono Residence;Cluster Sriwedari;AS1.19
17610H000808;Panjibuwono Residence;Cluster Sriwedari;AS1.2
17610H000809;Panjibuwono Residence;Cluster Sriwedari;AS1.20
17610H000810;Panjibuwono Residence;Cluster Sriwedari;AS1.21
17610H000811;Panjibuwono Residence;Cluster Sriwedari;AS1.22
17610H000812;Panjibuwono Residence;Cluster Sriwedari;AS1.23
17610H000813;Panjibuwono Residence;Cluster Sriwedari;AS1.24
17610H001097;Panjibuwono Residence;Cluster Sriwedari;CS4.8
17610H001098;Panjibuwono Residence;Cluster Sriwedari;CS4.9
17610H001099;Panjibuwono Residence;Cluster Sriwedari;CS5.1
17610H001100;Panjibuwono Residence;Cluster Sriwedari;CS5.10
17610H001101;Panjibuwono Residence;Cluster Sriwedari;CS5.11
17610H001102;Panjibuwono Residence;Cluster Sriwedari;CS5.12
17610H001103;Panjibuwono Residence;Cluster Sriwedari;CS5.12A
17610H001104;Panjibuwono Residence;Cluster Sriwedari;CS5.14
17610H001105;Panjibuwono Residence;Cluster Sriwedari;CS5.15
17610H001106;Panjibuwono Residence;Cluster Sriwedari;CS5.16
17610H001107;Panjibuwono Residence;Cluster Sriwedari;CS5.17
17610H001108;Panjibuwono Residence;Cluster Sriwedari;CS5.18
17610H001109;Panjibuwono Residence;Cluster Sriwedari;CS5.19
17610H001110;Panjibuwono Residence;Cluster Sriwedari;CS5.2
17610H001111;Panjibuwono Residence;Cluster Sriwedari;CS5.20
17610H001112;Panjibuwono Residence;Cluster Sriwedari;CS5.21
17610H001113;Panjibuwono Residence;Cluster Sriwedari;CS5.22
17610H001114;Panjibuwono Residence;Cluster Sriwedari;CS5.23
17610H001115;Panjibuwono Residence;Cluster Sriwedari;CS5.24
17610H001116;Panjibuwono Residence;Cluster Sriwedari;CS5.25
17610H001117;Panjibuwono Residence;Cluster Sriwedari;CS5.26
17610H001118;Panjibuwono Residence;Cluster Sriwedari;CS5.27
17610H001119;Panjibuwono Residence;Cluster Sriwedari;CS5.28
17610H001120;Panjibuwono Residence;Cluster Sriwedari;CS5.29
17610H001121;Panjibuwono Residence;Cluster Sriwedari;CS5.3
17610H001122;Panjibuwono Residence;Cluster Sriwedari;CS5.30
17610H001123;Panjibuwono Residence;Cluster Sriwedari;CS5.31
17610H001124;Panjibuwono Residence;Cluster Sriwedari;CS5.32
17610H001125;Panjibuwono Residence;Cluster Sriwedari;CS5.33
17610H001126;Panjibuwono Residence;Cluster Sriwedari;CS5.34
17610H001127;Panjibuwono Residence;Cluster Sriwedari;CS5.4
17610H001128;Panjibuwono Residence;Cluster Sriwedari;CS5.5
17610H001129;Panjibuwono Residence;Cluster Sriwedari;CS5.6
17610H001130;Panjibuwono Residence;Cluster Sriwedari;CS5.7
17610H001131;Panjibuwono Residence;Cluster Sriwedari;CS5.8
17610H001132;Panjibuwono Residence;Cluster Sriwedari;CS5.9
17610H001133;Panjibuwono Residence;Cluster Sriwedari;CS6.1
17610H001134;Panjibuwono Residence;Cluster Sriwedari;CS6.10
17610H001135;Panjibuwono Residence;Cluster Sriwedari;CS6.11
17610H001136;Panjibuwono Residence;Cluster Sriwedari;CS6.12
17610H001137;Panjibuwono Residence;Cluster Sriwedari;CS6.12A
17610H001138;Panjibuwono Residence;Cluster Sriwedari;CS6.14
17610H001139;Panjibuwono Residence;Cluster Sriwedari;CS6.15
17610H001140;Panjibuwono Residence;Cluster Sriwedari;CS6.16
17610H001141;Panjibuwono Residence;Cluster Sriwedari;CS6.17
17610H001142;Panjibuwono Residence;Cluster Sriwedari;CS6.18
17610H001143;Panjibuwono Residence;Cluster Sriwedari;CS6.19
17610H001144;Panjibuwono Residence;Cluster Sriwedari;CS6.2
17610H001145;Panjibuwono Residence;Cluster Sriwedari;CS6.20
17610H001146;Panjibuwono Residence;Cluster Sriwedari;CS6.21
17610H001147;Panjibuwono Residence;Cluster Sriwedari;CS6.22
17610H001148;Panjibuwono Residence;Cluster Sriwedari;CS6.23
17610H001149;Panjibuwono Residence;Cluster Sriwedari;CS6.24
17610H001150;Panjibuwono Residence;Cluster Sriwedari;CS6.25
17610H001151;Panjibuwono Residence;Cluster Sriwedari;CS6.26
17610H001152;Panjibuwono Residence;Cluster Sriwedari;CS6.27
17610H001153;Panjibuwono Residence;Cluster Sriwedari;CS6.28
17610H001154;Panjibuwono Residence;Cluster Sriwedari;CS6.29
17610H001155;Panjibuwono Residence;Cluster Sriwedari;CS6.3
17610H001156;Panjibuwono Residence;Cluster Sriwedari;CS6.30
17610H001157;Panjibuwono Residence;Cluster Sriwedari;CS6.32
17610H001158;Panjibuwono Residence;Cluster Sriwedari;CS6.33
17610H001159;Panjibuwono Residence;Cluster Sriwedari;CS6.34
17610H001160;Panjibuwono Residence;Cluster Sriwedari;CS6.4
17610H001161;Panjibuwono Residence;Cluster Sriwedari;CS6.5
17610H001162;Panjibuwono Residence;Cluster Sriwedari;CS6.6
17610H001163;Panjibuwono Residence;Cluster Sriwedari;CS6.7
17610H001164;Panjibuwono Residence;Cluster Sriwedari;CS6.8
17610H001165;Panjibuwono Residence;Cluster Sriwedari;CS6.9
17610H001166;Panjibuwono Residence;Cluster Sriwedari;CS7.1
17610H001167;Panjibuwono Residence;Cluster Sriwedari;CS7.18
17610H001168;Panjibuwono Residence;Cluster Sriwedari;CS7.19
17610H001169;Panjibuwono Residence;Cluster Sriwedari;CS7.2
17610H001170;Panjibuwono Residence;Cluster Sriwedari;CS7.20
17610H001171;Panjibuwono Residence;Cluster Sriwedari;CS7.21
17610H001172;Panjibuwono Residence;Cluster Sriwedari;CS7.22
17610H001173;Panjibuwono Residence;Cluster Sriwedari;CS7.23
17610H001174;Panjibuwono Residence;Cluster Sriwedari;CS7.24
17610H001175;Panjibuwono Residence;Cluster Sriwedari;CS7.25
17610H001176;Panjibuwono Residence;Cluster Sriwedari;CS7.26
17610H001177;Panjibuwono Residence;Cluster Sriwedari;CS7.27
17610H001178;Panjibuwono Residence;Cluster Sriwedari;CS7.28
17610H001179;Panjibuwono Residence;Cluster Sriwedari;CS7.29
17610H001180;Panjibuwono Residence;Cluster Sriwedari;CS7.3
17610H001181;Panjibuwono Residence;Cluster Sriwedari;CS7.30
17610H001182;Panjibuwono Residence;Cluster Sriwedari;CS7.31
17610H001183;Panjibuwono Residence;Cluster Sriwedari;CS7.32
17610H001184;Panjibuwono Residence;Cluster Sriwedari;CS7.33
17610H000005;Panjibuwono Residence;Cluster Malioboro;AM1.12A
17610H000012;Panjibuwono Residence;Cluster Malioboro;AM1.7
17610H000011;Panjibuwono Residence;Cluster Malioboro;AM1.6
17320H000001;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;1
17320H000002;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;2
17320H000003;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;3
17320H000004;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;5
17320H000005;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;6
17320H000006;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;7
17320H000007;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;8
17320H000008;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;9
17320H000009;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-01;10
17320H000010;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;2
17320H000011;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;3
17320H000012;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;5
17320H000013;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;6
17320H000014;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;7
17320H000015;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;8
17320H000016;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;9
17320H000017;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-02;10
17320H000018;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;1
17320H000019;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;2
17320H000020;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;3
17320H000021;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;5
17320H000022;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;6
17320H000023;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;7
17320H000024;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;8
17320H000025;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;9
17320H000026;Perumahan Grand Resident City Cluster South Antasari ;Jl. Grand Residence Boulevard Blok DC-03;10
